NAME,state,county,population_2010,population_2015,population_2020,2010_to_2015_chg,2015_to_2020_chg,2010_to_2020_chg
"Mayagüez Municipio, Puerto Rico",72,097,91205.0,83418.0,73336.0,-0.0853790910586042,-0.12086120501570408,-0.1959212762458199
"Merced County, California",06,047,250699.0,263885.0,273661.0,0.05259693895867157,0.037046440684389115,0.09159190902237335
"Modoc County, California",06,049,9605.0,9184.0,8853.0,-0.043831337844872476,-0.03604094076655051,-0.07829255596043727
"Mono County, California",06,051,13905.0,14146.0,14395.0,0.017331895001797992,0.0176021490173901,0.0352391226177633
"Monterey County, California",06,053,407435.0,428441.0,432977.0,0.05155669002417573,0.010587222044575517,0.06268975419392042
"Napa County, California",06,055,134051.0,140295.0,138572.0,0.04657928698778813,-0.012281264478420484,0.033725969966654556
"Nevada County, California",06,057,98186.0,98570.0,99417.0,0.003910944533843885,0.008592878157654527,0.01253742896135912
"Orange County, California",06,059,2965525.0,3116069.0,3170345.0,0.050764704394668625,0.017418099535023046,0.06906702860370428
"Placer County, California",06,061,336477.0,366280.0,391799.0,0.08857366179560566,0.06967074369334925,0.16441539837789798
"Plumas County, California",06,063,20392.0,18966.0,18844.0,-0.06992938407218519,-0.006432563534746416,-0.07591212240094158
"Riverside County, California",06,065,2109464.0,2298032.0,2437864.0,0.08939142834388258,0.06084858696484652,0.15567935741022354
"Sacramento County, California",06,067,1395144.0,1465832.0,1537948.0,0.05066717127407627,0.049197998133483134,0.10235789280533059
"San Benito County, California",06,069,54492.0,57557.0,61547.0,0.05624678851941578,0.06932258456834095,0.1294685458415914
"San Bernardino County, California",06,071,2005287.0,2094769.0,2162532.0,0.04462303899641307,0.03234867424522703,0.07841520939396696
"San Diego County, California",06,073,3022468.0,3223096.0,3323970.0,0.06637886654217673,0.03129723719057709,0.09975357886336589
"San Francisco County, California",06,075,789172.0,840763.0,874784.0,0.06537358142458172,0.04046443528081034,0.10848332176002184
"San Joaquin County, California",06,077,673613.0,708554.0,751615.0,0.0518710298049474,0.06077306740206101,0.11579645879755884
"San Luis Obispo County, California",06,079,265577.0,276517.0,282517.0,0.041193326229304494,0.021698485084099772,0.06378564408815524
"San Mateo County, California",06,081,704327.0,748731.0,765623.0,0.0630445801453019,0.02256083960728228,0.08702775841335053
"Santa Barbara County, California",06,083,416051.0,435850.0,444895.0,0.04758791590454048,0.02075255248365271,0.06932803911058971
"Santa Clara County, California",06,085,1739396.0,1868149.0,1924379.0,0.0740216718907023,0.030099312206895767,0.10634898550991267
"Santa Cruz County, California",06,087,256901.0,269278.0,273170.0,0.04817809194981715,0.01445346444937945,0.06332789673843231
"Shasta County, California",06,089,176906.0,178942.0,179267.0,0.01150893694956645,0.0018162309575169289,0.013346070794659326
"Sierra County, California",06,091,3366.0,3021.0,2898.0,-0.1024955436720143,-0.04071499503475673,-0.13903743315508021
"Siskiyou County, California",06,093,44690.0,43895.0,43516.0,-0.017789214589393643,-0.008634240801913662,-0.026269859028865472
"Solano County, California",06,095,410042.0,425753.0,444538.0,0.03831558718375194,0.044121826505039374,0.08412796737895145
"Sonoma County, California",06,097,474047.0,495078.0,496801.0,0.04436479927095838,0.0034802596762530946,0.04799945996915911
"Stanislaus County, California",06,099,509682.0,527367.0,546235.0,0.03469810587778266,0.03577774111766563,0.07171726684481694
"Sutter County, California",06,101,93420.0,95247.0,96315.0,0.01955684007707137,0.011212951589026465,0.030989081567116328
"Tehama County, California",06,103,62575.0,63152.0,64176.0,0.009220934878146236,0.016214846719027065,0.025585297642828575
"Trinity County, California",06,105,13701.0,13373.0,12541.0,-0.023939858404495973,-0.0622149106408435,-0.08466535289394939
"Tulare County, California",06,107,429404.0,454033.0,463955.0,0.05735624260603078,0.021853037114042406,0.08046268781846466
"Tuolumne County, California",06,109,56074.0,54079.0,54147.0,-0.03557798623247854,0.0012574197008081711,-0.0343653029924742
"Ventura County, California",06,111,809080.0,840833.0,845599.0,0.039245810055865915,0.0056681885701441725,0.045136451277994816
"Yolo County, California",06,113,196418.0,207320.0,218774.0,0.055504078037654336,0.0552479259116343,0.11381848914050652
"Yuba County, California",06,115,71160.0,73437.0,77524.0,0.03199831365935912,0.055653144872475746,0.08943226531759407
"Adams County, Colorado",08,001,425330.0,471206.0,509844.0,0.10785977946535641,0.08199810698505527,0.1987021841863965
"Alamosa County, Colorado",08,003,15293.0,16269.0,16153.0,0.06382004838815147,-0.007130124777183555,0.05623487870267452
"Arapahoe County, Colorado",08,005,552860.0,608310.0,649980.0,0.1002966392938538,0.0685012575824826,0.17566834279926202
"Archuleta County, Colorado",08,007,12136.0,12174.0,13588.0,0.003131179960448316,0.11614917036306882,0.1196440342781806
"Baca County, Colorado",08,009,3833.0,3701.0,3570.0,-0.034437777198017216,-0.03539583896244258,-0.06861466214453427
"Bent County, Colorado",08,011,6125.0,5895.0,5677.0,-0.03755102040816327,-0.036980491942324,-0.07314285714285718
"Boulder County, Colorado",08,013,290177.0,310032.0,324682.0,0.06842375515633559,0.04725318676781742,0.11891018240591089
"Broomfield County, Colorado",08,014,52872.0,60699.0,69444.0,0.14803676804357702,0.14407156625315087,0.3134362233318202
"Chaffee County, Colorado",08,015,17540.0,18309.0,19977.0,0.04384264538198401,0.09110273635916766,0.1389395667046751
"Cheyenne County, Colorado",08,017,2194.0,2002.0,1999.0,-0.08751139471285319,-0.0014985014985015033,-0.08887876025524155
"Clear Creek County, Colorado",08,019,9088.0,9136.0,9533.0,0.005281690140845008,0.04345446584938695,0.0489656690140845
"Conejos County, Colorado",08,021,8220.0,8249.0,8130.0,0.0035279805352796956,-0.014425991029215712,-0.010948905109489093
"Costilla County, Colorado",08,023,3536.0,3581.0,3810.0,0.012726244343891358,0.06394861770455185,0.07748868778280538
"Crowley County, Colorado",08,025,5897.0,5551.0,5733.0,-0.05867390198405964,0.032786885245901676,-0.027810751229438657
"Custer County, Colorado",08,027,3899.0,4303.0,4941.0,0.10361631187483966,0.14826864977922383,0.26724801231084894
"Delta County, Colorado",08,029,30533.0,30214.0,30758.0,-0.01044771231126973,0.018004898391474233,0.007369076081616521
"Denver County, Colorado",08,031,578087.0,649654.0,715878.0,0.1237997048887105,0.10193733895273493,0.2383568563209344
"Dolores County, Colorado",08,033,2027.0,1862.0,1896.0,-0.08140108534780466,0.018259935553168738,-0.06462752836704488
"Douglas County, Colorado",08,035,273440.0,306974.0,344280.0,0.12263750731421874,0.12152820760064365,0.25906963136337047
"Eagle County, Colorado",08,037,50793.0,52576.0,54960.0,0.03510326226054761,0.045343883140596564,0.0820388636229401
"Elbert County, Colorado",08,039,22712.0,23855.0,26230.0,0.05032581895033461,0.09955984070425483,0.15489609017259598
"El Paso County, Colorado",08,041,599988.0,655024.0,710499.0,0.0917285012366913,0.08469155328659705,0.18418868377367548
"Fremont County, Colorado",08,043,46941.0,46809.0,47725.0,-0.0028120406467693204,0.019568886325279422,0.016701817174751277
"Garfield County, Colorado",08,045,54761.0,57076.0,59605.0,0.04227461149358125,0.0443093419300582,0.08845711363926889
"Gilpin County, Colorado",08,047,5126.0,5605.0,6108.0,0.09344518142801395,0.08974130240856382,0.19157237612173228
"Grand County, Colorado",08,049,14526.0,14411.0,15536.0,-0.007916838771857337,0.07806536673374498,0.06953049703979075
"Gunnison County, Colorado",08,051,15136.0,15651.0,17119.0,0.03402484143763207,0.09379592358315758,0.13101215644820297
"Hinsdale County, Colorado",08,053,489.0,874.0,781.0,0.787321063394683,-0.10640732265446229,0.5971370143149284
"Huerfano County, Colorado",08,055,6948.0,6502.0,6769.0,-0.06419113413932065,0.04106428791141181,-0.025762809441565948
"Jackson County, Colorado",08,057,1464.0,1335.0,1316.0,-0.08811475409836067,-0.014232209737827684,-0.10109289617486339
"Jefferson County, Colorado",08,059,528614.0,552344.0,578795.0,0.04489097905087647,0.0478886346190055,0.09492938136333895
"Kiowa County, Colorado",08,061,1643.0,1463.0,1463.0,-0.10955569080949479,0.0,-0.10955569080949479
"Kit Carson County, Colorado",08,063,8156.0,7980.0,7246.0,-0.02157920549288872,-0.09197994987468672,-0.11157430112800393
"Lake County, Colorado",08,065,7039.0,7362.0,7845.0,0.045887199886347485,0.06560717196414023,0.11450490126438417
"La Plata County, Colorado",08,067,50149.0,53182.0,56138.0,0.06047977028455209,0.05558271595652675,0.1194241161339209
"Larimer County, Colorado",08,069,291162.0,318227.0,350523.0,0.0929551246385174,0.1014873030886756,0.20387619263502788
"Las Animas County, Colorado",08,071,15675.0,14503.0,14323.0,-0.07476874003189793,-0.012411225263738501,-0.08625199362041469
"Lincoln County, Colorado",08,073,5476.0,5478.0,5608.0,0.000365230094959923,0.023731288791529748,0.024105186267348477
"Logan County, Colorado",08,075,22278.0,21928.0,22282.0,-0.015710566478139842,0.0161437431594309,0.00017954933117869665
"Mesa County, Colorado",08,077,142284.0,147834.0,152962.0,0.039006494054145247,0.03468755496029341,0.07504708892074996
"Mineral County, Colorado",08,079,1020.0,733.0,853.0,-0.28137254901960784,0.16371077762619368,-0.1637254901960784
"Moffat County, Colorado",08,081,13519.0,13117.0,13150.0,-0.02973592721355134,0.0025158191659677698,-0.027294918263185197
"Montezuma County, Colorado",08,083,25279.0,25700.0,26266.0,0.016654139799833878,0.022023346303502,0.03904426599153443
"Montrose County, Colorado",08,085,40266.0,40815.0,42280.0,0.013634331694233337,0.035893666544162706,0.05001738439378145
"Morgan County, Colorado",08,087,27911.0,28359.0,28617.0,0.01605101931138253,0.009097640960541664,0.025294686682669987
"Otero County, Colorado",08,089,18830.0,18572.0,18284.0,-0.013701540095592102,-0.015507215162610333,-0.028996282527881
"Ouray County, Colorado",08,091,4319.0,4580.0,4890.0,0.06043065524426949,0.06768558951965065,0.1322065292891874
"Park County, Colorado",08,093,16286.0,16189.0,18345.0,-0.005956035859020048,0.13317684847736122,0.1264276065332186
"Phillips County, Colorado",08,095,4394.0,4371.0,4343.0,-0.005234410559854297,-0.006405856783344821,-0.011606736458807498
"Pitkin County, Colorado",08,097,16389.0,17420.0,17980.0,0.06290804808103001,0.03214695752009189,0.09707730795045455
"Prowers County, Colorado",08,099,12734.0,12235.0,12035.0,-0.039186430029841346,-0.016346546791990213,-0.054892414009737656
"Pueblo County, Colorado",08,101,156244.0,161519.0,167412.0,0.033761296433783006,0.03648487174883441,0.07147794475307845
"Rio Blanco County, Colorado",08,103,6494.0,6712.0,6369.0,0.033569448721897155,-0.05110250297973773,-0.019248537111179576
"Rio Grande County, Colorado",08,105,11926.0,11745.0,11300.0,-0.015176924366929412,-0.03788846317581951,-0.052490357202750304
"Routt County, Colorado",08,107,22924.0,23606.0,25317.0,0.029750479846449185,0.07248157248157239,0.10438841388937359
"Saguache County, Colorado",08,109,6161.0,6238.0,6730.0,0.012497971108586192,0.07887143315165113,0.09235513715305954
"San Juan County, Colorado",08,111,752.0,606.0,646.0,-0.19414893617021278,0.06600660066006592,-0.14095744680851063
"San Miguel County, Colorado",08,113,7299.0,7676.0,8110.0,0.051650911083710005,0.056539864512767046,0.11111111111111116
"Sedgwick County, Colorado",08,115,2412.0,2365.0,2306.0,-0.019485903814262073,-0.02494714587737845,-0.043946932006633466
"Summit County, Colorado",08,117,27105.0,28940.0,30735.0,0.06769968640472235,0.06202487906012433,0.13392363032650811
"Teller County, Colorado",08,119,22821.0,23340.0,24981.0,0.022742211121335565,0.07030848329048833,0.0946496647824373
"Washington County, Colorado",08,121,4773.0,4795.0,4869.0,0.004609260423213968,0.01543274244004178,0.020113136392206243
"Weld County, Colorado",08,123,242860.0,270948.0,315389.0,0.11565510993988304,0.1640204024388443,0.2986453100551758
"Yuma County, Colorado",08,125,9896.0,10185.0,10013.0,0.029203718674211787,-0.016887579774177763,0.011822958771220637
"Fairfield County, Connecticut",09,001,905342.0,939983.0,944306.0,0.03826288849959458,0.0045990193439668925,0.043037879607927154
"Hartford County, Connecticut",09,003,887976.0,896943.0,892153.0,0.010098245898537694,-0.0053403616506289,0.0047039559627737315
"Litchfield County, Connecticut",09,005,189916.0,186304.0,181143.0,-0.01901893468691418,-0.027702035383029844,-0.04619410686829972
"Middlesex County, Connecticut",09,007,164774.0,165165.0,162742.0,0.0023729471882700803,-0.014670178306541937,-0.012332042676635901
"New Haven County, Connecticut",09,009,856688.0,862224.0,855733.0,0.006462095885549912,-0.007528206127410009,-0.0011147582317015958
"New London County, Connecticut",09,011,272360.0,273185.0,266868.0,0.003029079159935444,-0.0231235243516299,-0.020164488177412232
"Tolland County, Connecticut",09,013,151073.0,151948.0,150947.0,0.005791901928206888,-0.00658778003001026,-0.0008340338776617884
"Windham County, Connecticut",09,015,117708.0,117470.0,116657.0,-0.002021952628538437,-0.006920915978547715,-0.008928874842831447
"Kent County, Delaware",10,001,156918.0,169509.0,179124.0,0.08023936068519855,0.05672265189458958,0.14151340190417927
"New Castle County, Delaware",10,003,533514.0,549643.0,558306.0,0.030231634033971,0.01576113950327751,0.04646925853867012
"Sussex County, Delaware",10,005,190846.0,207302.0,230249.0,0.086226591073431,0.11069357748598674,0.2064648983997568
"District of Columbia, District of Columbia",11,001,584400.0,647484.0,701974.0,0.10794661190965082,0.08415651969778404,0.20118754277891848
"Alachua County, Florida",12,001,244247.0,254218.0,268105.0,0.040823428742215784,0.05462634431865565,0.0976798077356118
"Baker County, Florida",12,003,26548.0,27135.0,28679.0,0.022110893475967952,0.056900681776303585,0.08026970016573753
"Bay County, Florida",12,005,166798.0,175353.0,180076.0,0.05128958380795923,0.0269342412162894,0.07960527104641546
"Bradford County, Florida",12,007,28750.0,27223.0,27723.0,-0.053113043478260846,0.0183668221724278,-0.03572173913043475
"Brevard County, Florida",12,009,540583.0,553591.0,594001.0,0.024062909858430626,0.07299612891105522,0.09881553803948706
"Broward County, Florida",12,011,1734139.0,1843152.0,1942273.0,0.06286289622688845,0.05377798466973971,0.1200215207662132
"Calhoun County, Florida",12,013,14372.0,14615.0,14324.0,0.016907876426384583,-0.019911050290797094,-0.0033398274422488106
"Charlotte County, Florida",12,015,159385.0,165783.0,185926.0,0.04014179502462589,0.12150220468926243,0.1665213163095649
"Citrus County, Florida",12,017,140686.0,139654.0,147938.0,-0.007335484696416095,0.05931802884271131,0.051547417653497796
"Clay County, Florida",12,019,186076.0,197417.0,215294.0,0.06094821470796874,0.09055451151623206,0.15702186203486757
"Collier County, Florida",12,021,316931.0,341091.0,379345.0,0.07623110393113963,0.11215188908531748,0.1969324553293934
"Columbia County, Florida",12,023,66964.0,67806.0,70898.0,0.012573920315393394,0.04560068430522368,0.05874798399139847
"DeSoto County, Florida",12,027,34557.0,34957.0,37371.0,0.011575078855224685,0.06905626913064622,0.08143067974650586
"Dixie County, Florida",12,029,16196.0,16091.0,16740.0,-0.006483082242529026,0.040333105462680985,0.03358854038034087
"Duval County, Florida",12,031,854848.0,890673.0,948651.0,0.041908035112675046,0.06509459700698228,0.10973061877667134
"Escambia County, Florida",12,033,297940.0,306327.0,316691.0,0.028149963079814766,0.033833126038514294,0.06293549036718793
"Flagler County, Florida",12,035,91806.0,100783.0,112854.0,0.09778228002527078,0.11977218380083943,0.22926606104176206
"Franklin County, Florida",12,037,11470.0,11628.0,11914.0,0.013775065387968688,0.02459580323357402,0.03870967741935494
"Gadsden County, Florida",12,039,46031.0,46424.0,45787.0,0.008537724576915595,-0.013721351025331674,-0.005300775564293647
"Gilchrist County, Florida",12,041,16683.0,16992.0,18245.0,0.01852184858838335,0.07374058380414317,0.09362824432056582
"Glades County, Florida",12,043,12617.0,13272.0,13777.0,0.0519140841721486,0.038050030138637725,0.09193944677815646
"Gulf County, Florida",12,045,15879.0,15785.0,15073.0,-0.005919768247370727,-0.04510611339879633,-0.05075886390830653
"Hamilton County, Florida",12,047,14696.0,14395.0,14397.0,-0.020481763745236803,0.00013893713094814686,-0.02034567229178008
"Hardee County, Florida",12,049,27521.0,27468.0,27027.0,-0.001925802114748687,-0.016055045871559592,-0.017949929145016585
"Hendry County, Florida",12,051,39030.0,38363.0,41472.0,-0.01708941839610556,0.08104162865260789,0.06256725595695611
"Hernando County, Florida",12,053,170337.0,174809.0,190700.0,0.026253837980004358,0.09090493052417203,0.11954537182174163
"Highlands County, Florida",12,055,98807.0,98328.0,104574.0,-0.0048478346675843165,0.06352208933365877,0.05836631007924531
"Hillsborough County, Florida",12,057,1200236.0,1302884.0,1451358.0,0.08552318044117979,0.1139579578842016,0.20922718532022033
"Holmes County, Florida",12,059,19992.0,19635.0,19530.0,-0.017857142857142905,-0.005347593582887722,-0.02310924369747902
"Indian River County, Florida",12,061,135518.0,142866.0,156964.0,0.054221579421183996,0.09867988184732557,0.15825204031936724
"Jackson County, Florida",12,063,49334.0,48900.0,47409.0,-0.008797178416507845,-0.03049079754601225,-0.03901974297644628
"Jefferson County, Florida",12,065,14583.0,14198.0,14278.0,-0.02640060344236439,0.005634596422031235,-0.020914763766028965
"Lafayette County, Florida",12,067,8506.0,8801.0,8576.0,0.034681401363743314,-0.025565276673105375,0.008229485069362719
"Lake County, Florida",12,069,291671.0,310561.0,356115.0,0.06476475206654064,0.14668293829553614,0.22094757449317903
"Lee County, Florida",12,071,606165.0,663675.0,756570.0,0.09487515775407696,0.1399706181489433,0.24812551038083686
"Leon County, Florida",12,073,270409.0,282940.0,291863.0,0.0463409132092496,0.03153672156640974,0.07933907525267281
"Levy County, Florida",12,075,40415.0,39821.0,40979.0,-0.014697513299517517,0.029080133597850333,0.013955214648026626
"Liberty County, Florida",12,077,8230.0,8295.0,8333.0,0.007897934386391192,0.004581072935503361,0.012515188335358474
"Madison County, Florida",12,079,19300.0,18729.0,18557.0,-0.029585492227979238,-0.009183618986598363,-0.03849740932642487
"Manatee County, Florida",12,081,318619.0,343729.0,393847.0,0.07880885948421157,0.1458067256472395,0.23610644688483728
"Marion County, Florida",12,083,326833.0,336811.0,360210.0,0.03052935291111969,0.0694721965731524,0.10212249069096457
"Martin County, Florida",12,085,144322.0,151586.0,160420.0,0.0503318967309212,0.05827714960484487,0.11154224581144945
"Miami-Dade County, Florida",12,086,2445374.0,2639042.0,2705528.0,0.07919770145589178,0.02519323299894438,0.10638618060059524
"Monroe County, Florida",12,087,73065.0,75901.0,75137.0,0.03881475398617673,-0.010065743534340754,0.028358311092862465
"Nassau County, Florida",12,089,71099.0,75880.0,85762.0,0.06724426503888936,0.13023194517659453,0.20623356165346918
"Okaloosa County, Florida",12,091,182076.0,192237.0,207430.0,0.055806366572200616,0.07903265240302337,0.13924954414640034
"Okeechobee County, Florida",12,093,39883.0,39255.0,41611.0,-0.015746057217360776,0.06001783212329648,0.04332673068726023
"Orange County, Florida",12,095,1116094.0,1229039.0,1373784.0,0.10119667339847727,0.11777087626999627,0.23088557057022085
"Osceola County, Florida",12,097,258531.0,300870.0,363666.0,0.163767594601808,0.2087147272908565,0.4066630307390604
"Palm Beach County, Florida",12,099,1299356.0,1378806.0,1482057.0,0.06114567524219683,0.07488435646494151,0.14060888624826462
"Pasco County, Florida",12,101,456514.0,479288.0,539885.0,0.049886750461103135,0.12643128974645723,0.18262528640961717
"Pinellas County, Florida",12,103,918263.0,931477.0,970985.0,0.01439021282573738,0.04241435913071401,0.05741492361120937
"Polk County, Florida",12,105,590116.0,626676.0,705735.0,0.06195392092402163,0.12615609980276887,0.19592588575805436
"Putnam County, Florida",12,107,74715.0,72696.0,73784.0,-0.027022686207588853,0.014966435567294045,-0.012460683932275951
"St. Johns County, Florida",12,109,180624.0,210495.0,255410.0,0.16537669412702627,0.21337798997600887,0.41404243068473745
"St. Lucie County, Florida",12,111,269659.0,288006.0,320914.0,0.0680377810493995,0.1142615084407963,0.19007338898386483
"Santa Rosa County, Florida",12,113,147838.0,161021.0,179587.0,0.08917193143846647,0.11530173083014006,0.21475534030492827
"Sarasota County, Florida",12,115,376200.0,392038.0,427766.0,0.04209994683678886,0.09113402272228721,0.13707070707070712
"Seminole County, Florida",12,117,417330.0,437346.0,466695.0,0.04796204442527485,0.0671070502531177,0.11828768600388173
"Sumter County, Florida",12,119,85891.0,108501.0,129938.0,0.2632406189239851,0.19757421590584423,0.5128243937083048
"Suwannee County, Florida",12,121,40675.0,43595.0,44290.0,0.07178856791641053,0.015942195205872256,0.08887523048555623
"Taylor County, Florida",12,123,22000.0,22685.0,21709.0,0.03113636363636374,-0.04302402468591582,-0.013227272727272754
"Union County, Florida",12,125,15375.0,15191.0,15282.0,-0.011967479674796722,0.005990389046145683,-0.006048780487804883
"Volusia County, Florida",12,127,496053.0,503719.0,546107.0,0.015453993827272416,0.08415009161854137,0.10090454044225106
"Wakulla County, Florida",12,129,29368.0,31128.0,32855.0,0.059929174611822456,0.055480596247751146,0.11873467719967312
"Walton County, Florida",12,131,53366.0,59487.0,71049.0,0.11469849717048297,0.19436179333299708,0.33135329610613495
"Washington County, Florida",12,133,24125.0,24629.0,25094.0,0.02089119170984466,0.018880181899386894,0.04016580310880835
"Appling County, Georgia",13,001,18050.0,18417.0,18428.0,0.020332409972299237,0.0005972742574795742,0.020941828254847694
"Atkinson County, Georgia",13,003,8332.0,8294.0,8311.0,-0.004560729716754697,0.002049674463467488,-0.0025204032645222973
"Bacon County, Georgia",13,005,10969.0,11222.0,11140.0,0.023065001367490234,-0.007307075387631423,0.01558938827605072
"Baker County, Georgia",13,007,3657.0,3292.0,3090.0,-0.09980858627290123,-0.0613608748481167,-0.15504511894995898
"Baldwin County, Georgia",13,009,46905.0,45795.0,45072.0,-0.023664854493124388,-0.01578774975433994,-0.03907898944675403
"Banks County, Georgia",13,011,17840.0,18336.0,18900.0,0.02780269058295959,0.030759162303664933,0.0594170403587444
"Barrow County, Georgia",13,013,66359.0,72012.0,81294.0,0.08518814328124291,0.12889518413597734,0.22506366883165807
"Bartow County, Georgia",13,015,97423.0,101336.0,106456.0,0.04016505342680876,0.05052498618457402,0.09271937838087507
"Ben Hill County, Georgia",13,017,17631.0,17477.0,16889.0,-0.008734615166468118,-0.03364421811523721,-0.042084963983892054
"Berrien County, Georgia",13,019,18708.0,19019.0,19206.0,0.016623904212101692,0.009832272990167645,0.0266196279666453
"Bibb County, Georgia",13,021,154810.0,154816.0,153026.0,3.8757186228366436e-05,-0.011562112443158301,-0.011523803371875196
"Bleckley County, Georgia",13,023,12937.0,12746.0,12870.0,-0.014763855607946241,0.009728542287776643,-0.005178944113782169
"Brantley County, Georgia",13,025,17650.0,18452.0,18924.0,0.045439093484419324,0.02557988293951885,0.07218130311614734
"Brooks County, Georgia",13,027,16338.0,15637.0,15548.0,-0.04290610845880771,-0.00569162882905927,-0.04835353164402012
"Bryan County, Georgia",13,029,29039.0,33151.0,38321.0,0.1416026722683288,0.15595306325601044,0.31963910602982204
"Bulloch County, Georgia",13,031,67298.0,72386.0,77719.0,0.07560402983743941,0.07367446743845485,0.15484858391036882
"Burke County, Georgia",13,033,23083.0,23007.0,22567.0,-0.0032924663172031465,-0.019124614247837624,-0.02235411341680027
"Butts County, Georgia",13,035,23401.0,23445.0,24463.0,0.0018802615272852652,0.04342077201962047,0.045382675954019014
"Calhoun County, Georgia",13,037,6488.0,6489.0,6301.0,0.0001541307028360972,-0.028972106642009554,-0.028822441430332968
"Camden County, Georgia",13,039,49293.0,51445.0,53960.0,0.04365731442598331,0.04888716104577706,0.09467875763292954
"Candler County, Georgia",13,043,10715.0,11031.0,10834.0,0.02949136724218393,-0.017858761671652568,0.0111059262715818
"Carroll County, Georgia",13,045,109227.0,112595.0,118692.0,0.030834866836954244,0.05414982903326071,0.08665439863769953
"Catoosa County, Georgia",13,047,62951.0,65375.0,67181.0,0.03850613969595407,0.027625239005736102,0.06719512001397909
"Charlton County, Georgia",13,049,12310.0,13130.0,13032.0,0.066612510154346,-0.007463823305407513,0.05865150284321685
"Chatham County, Georgia",13,051,256428.0,279290.0,289649.0,0.08915563043037422,0.037090479429983114,0.12955293493690245
"Chattahoochee County, Georgia",13,053,11702.0,11914.0,10470.0,0.018116561271577458,-0.12120194728890377,-0.10528114852162018
"Chattooga County, Georgia",13,055,25985.0,25241.0,24826.0,-0.028631903020973626,-0.016441503902381083,-0.04460265537810271
"Cherokee County, Georgia",13,057,206283.0,225944.0,253780.0,0.09531081087632032,0.12319866869666818,0.2302516445853513
"Clarke County, Georgia",13,059,115070.0,120905.0,126952.0,0.050708264534631065,0.05001447417393812,0.10325888589554189
"Clay County, Georgia",13,061,2981.0,3104.0,2931.0,0.04126132170412622,-0.05573453608247425,-0.016772895001677335
"Clayton County, Georgia",13,063,260156.0,267234.0,287560.0,0.02720675287135421,0.0760606809013824,0.10533679792124717
"Clinch County, Georgia",13,065,6841.0,6791.0,6648.0,-0.007308872971787728,-0.021057281696362784,-0.028212249671100698
"Cobb County, Georgia",13,067,677402.0,719133.0,756653.0,0.061604483010088584,0.05217393722718877,0.11699256866675922
"Coffee County, Georgia",13,069,41647.0,43003.0,43070.0,0.032559368021706225,0.0015580308350580108,0.03416812735611208
"Colquitt County, Georgia",13,071,44712.0,46024.0,45510.0,0.02934335301485058,-0.011168086215887385,0.017847557702630246
"Columbia County, Georgia",13,073,117858.0,136204.0,154257.0,0.1556618982164979,0.13254383131185565,0.3088377539072442
"Cook County, Georgia",13,075,16976.0,17033.0,17217.0,0.0033576814326108373,0.010802559736981188,0.014196512723845478
"Coweta County, Georgia",13,077,121528.0,133416.0,145839.0,0.0978210782700284,0.09311476884331715,0.20004443420446316
"Crawford County, Georgia",13,079,12821.0,12539.0,12267.0,-0.021995164183761018,-0.021692319961719386,-0.04321035800639572
"Crisp County, Georgia",13,081,23182.0,23314.0,22509.0,0.00569407298766289,-0.03452860941923308,-0.0290311448537659
"Dade County, Georgia",13,083,16595.0,16445.0,16183.0,-0.009038867128653205,-0.01593189419276375,-0.024826755046700844
"Dawson County, Georgia",13,085,21758.0,22673.0,25277.0,0.04205349756411425,0.11485026242667495,0.16173361522198726
