NAME,state,county,population_2011,population_2016,population_2021,2011_to_2016_chg,2016_to_2021_chg,2011_to_2021_chg
"Manatí Municipio, Puerto Rico",72,091,44331.0,41468.0,39693.0,-0.06458234643928629,-0.042804089900646325,-0.10462204777695072
"Naguabo Municipio, Puerto Rico",72,103,26576.0,26722.0,23722.0,0.005493678506923505,-0.11226704587979941,-0.10739012642986157
"Lewis County, New York",36,049,27037.0,27107.0,26681.0,0.002589044642526961,-0.01571549784188586,-0.013167141324851084
"Westchester County, New York",36,119,944249.0,969229.0,999723.0,0.026454886370014696,0.03146212092291911,0.058749334126909414
"Delaware County, New York",36,025,48079.0,46480.0,44644.0,-0.03325776326462693,-0.03950086058519797,-0.07144491357973337
"Montgomery County, New York",36,057,49985.0,49667.0,49539.0,-0.006361908572571795,-0.0025771639116516365,-0.00892267680304093
"Richmond County, New York",36,085,466034.0,473324.0,493194.0,0.015642635515863645,0.04197970100818882,0.05827900968598865
"St. Lawrence County, New York",36,089,111809.0,111529.0,108836.0,-0.0025042706758847677,-0.02414618619372544,-0.026589988283590715
"Tompkins County, New York",36,109,101033.0,104268.0,105638.0,0.032019241238011364,0.01313921816856567,0.0455791672027952
"Warren County, New York",36,113,65767.0,64911.0,65692.0,-0.013015646144723059,0.01203185900694792,-0.0011403895570727407
"Cortland County, New York",36,023,49441.0,48713.0,46984.0,-0.014724621265751137,-0.03549360540307511,-0.04969559677190993
"Dutchess County, New York",36,027,296842.0,295905.0,296012.0,-0.0031565614030359956,0.0003616025413561985,-0.0027961002823050363
"Monroe County, New York",36,055,742783.0,749236.0,757332.0,0.008687597858324736,0.01080567404662891,0.0195871472556588
"Oneida County, New York",36,065,234549.0,232858.0,232034.0,-0.0072095809404431055,-0.003538637281089718,-0.010722706129635995
"Ulster County, New York",36,111,182710.0,180505.0,181862.0,-0.012068304964150789,0.007517797290933714,-0.0046412347435826895
"Chemung County, New York",36,015,88731.0,87742.0,84456.0,-0.011146048168058531,-0.03745070775683257,-0.048179328532305554
"Livingston County, New York",36,051,65387.0,64622.0,62253.0,-0.011699573309679301,-0.03665934201974563,-0.04793001666998031
"Otsego County, New York",36,077,62380.0,60979.0,58952.0,-0.022459121513305536,-0.03324095180307973,-0.05495351074062205
"Greene County, New York",36,039,49298.0,48069.0,48026.0,-0.024930017444926733,-0.0008945474214150373,-0.025802263783520685
"Albany County, New York",36,001,303957.0,307891.0,314679.0,0.012942620173248098,0.02204676330259736,0.035274726359320496
"Allegany County, New York",36,003,48991.0,47700.0,46654.0,-0.02635177889816498,-0.02192872117400424,-0.047702639260272295
"Cattaraugus County, New York",36,009,80478.0,78506.0,77211.0,-0.02450359104351496,-0.016495554479912355,-0.04059494520241558
"Madison County, New York",36,053,73156.0,72089.0,68466.0,-0.01458526983432662,-0.050257320811774364,-0.06410957406091089
"Schenectady County, New York",36,093,153935.0,154845.0,157515.0,0.005911586059050844,0.017243049501113994,0.02325656933121123
"Genesee County, New York",36,037,59966.0,59053.0,58387.0,-0.015225294333455652,-0.011278004504428174,-0.02633158789980994
"Yates County, New York",36,123,25342.0,25106.0,24808.0,-0.009312603582984802,-0.01186967258822591,-0.021071738615736746
"Greene County, North Carolina",37,079,21323.0,21241.0,20524.0,-0.0038456127186605737,-0.03375547290617198,-0.03747127514890025
"Mitchell County, North Carolina",37,121,15631.0,15263.0,14951.0,-0.023542959503550676,-0.020441590775077012,-0.04350329473482184
"Chowan County, North Carolina",37,041,14863.0,14556.0,13796.0,-0.020655318576330517,-0.05221214619400938,-0.07178900625714857
"Alleghany County, North Carolina",37,005,11106.0,10868.0,10910.0,-0.021429857734557856,0.003864556496135485,-0.01764811813434175
"Caldwell County, North Carolina",37,027,82464.0,81623.0,80705.0,-0.010198389600310387,-0.011246829937640146,-0.021330519984478102
"Catawba County, North Carolina",37,035,153886.0,155461.0,159852.0,0.01023484917406381,0.028245026083712377,0.03876895883966047
"Cleveland County, North Carolina",37,045,97880.0,97113.0,98898.0,-0.007836125868410315,0.018380649346637412,0.010400490396403672
"Craven County, North Carolina",37,049,101576.0,104190.0,101405.0,0.025734425454831955,-0.02673001247720508,-0.0016834685358746437
"Edgecombe County, North Carolina",37,065,56232.0,54669.0,49609.0,-0.027795561246265477,-0.09255702500503027,-0.11777991179399627
"Granville County, North Carolina",37,077,59032.0,58341.0,60854.0,-0.01170551565252742,0.04307433880118605,0.03086461580159905
"Harnett County, North Carolina",37,085,112287.0,126620.0,133074.0,0.12764612110039453,0.05097141051966525,0.18512383445991087
"Hoke County, North Carolina",37,093,45718.0,51853.0,52169.0,0.134192221881972,0.006094150772375739,0.1411041602869767
"Henderson County, North Carolina",37,089,105453.0,110905.0,115613.0,0.051700757683517784,0.04245074613407862,0.09634623955695898
"Hyde County, North Carolina",37,095,5763.0,5629.0,4697.0,-0.02325177858754124,-0.1655711494048676,-0.18497310428596214
"Iredell County, North Carolina",37,097,157501.0,167493.0,183965.0,0.06344086704211405,0.09834440842303849,0.16802433000425387
"Mecklenburg County, North Carolina",37,119,905277.0,1011774.0,1100984.0,0.11764023608243668,0.08817186446775671,0.2161846595020087
"Northampton County, North Carolina",37,131,22120.0,20628.0,17917.0,-0.06745027124773961,-0.1314233081248788,-0.19000904159132004
"Pitt County, North Carolina",37,147,165012.0,175150.0,170600.0,0.06143795602744051,-0.025977733371395972,0.033864203815480165
"Rowan County, North Carolina",37,159,137654.0,138694.0,145784.0,0.00755517456812016,0.051119731206829444,0.05906112426809251
"Vance County, North Carolina",37,181,45112.0,44508.0,42650.0,-0.013388898740911537,-0.04174530421497258,-0.054575279304841295
"Cherokee County, North Carolina",37,039,27380.0,27226.0,28515.0,-0.005624543462381282,0.0473444501579372,0.041453615777940156
"Currituck County, North Carolina",37,053,23507.0,24864.0,27575.0,0.05772748542987194,0.10903314028314037,0.17305483473008043
"Union County, North Carolina",37,179,196931.0,217614.0,235699.0,0.10502663369403487,0.08310586635051043,0.196860829427566
"Wilkes County, North Carolina",37,193,69162.0,68888.0,66335.0,-0.003961713079436713,-0.03706015561491116,-0.04087504699112232
"Nash County, North Carolina",37,127,95182.0,94385.0,94628.0,-0.008373431951419374,0.002574561635853234,-0.005820428232228836
"Alexander County, North Carolina",37,003,36964.0,37211.0,36491.0,0.0066821772535439194,-0.019349117196527876,-0.012796234173790721
"Dare County, North Carolina",37,055,33819.0,35187.0,36718.0,0.04045063425884865,0.04351038735896773,0.08572104438333472
"Warren County, North Carolina",37,185,20882.0,20324.0,18889.0,-0.026721578392874257,-0.07060617988584927,-0.09544104970788236
"Wilson County, North Carolina",37,195,80351.0,81617.0,78844.0,0.015755871115480824,-0.03397576485291054,-0.0187552115095021
"Gates County, North Carolina",37,073,12103.0,11615.0,10584.0,-0.04032058167396513,-0.08876452862677575,-0.1255060728744939
"Graham County, North Carolina",37,075,8752.0,8651.0,8089.0,-0.011540219378427752,-0.06496358802450586,-0.07575411334552107
"Madison County, North Carolina",37,115,20661.0,21130.0,21269.0,0.022699772518271155,0.006578324656886014,0.02942742364841977
"Pamlico County, North Carolina",37,137,13114.0,12892.0,12293.0,-0.01692847338721981,-0.046462922742786184,-0.06260484977886227
"San Germán Municipio, Puerto Rico",72,125,35736.0,33546.0,32031.0,-0.06128274009402279,-0.04516186728671079,-0.10367696440564134
"Utuado Municipio, Puerto Rico",72,141,33404.0,30869.0,28585.0,-0.0758891150760388,-0.0739900871424406,-0.14426415998084063
"Arroyo Municipio, Puerto Rico",72,015,19601.0,18778.0,16183.0,-0.041987653691138216,-0.13819363084460534,-0.17437885822151933
"Cataño Municipio, Puerto Rico",72,033,28371.0,26137.0,23536.0,-0.0787423777801276,-0.09951409878716,-0.17042049980614005
"Quebradillas Municipio, Puerto Rico",72,115,25951.0,24904.0,23743.0,-0.04034526607837852,-0.04661901702537741,-0.08508342645755462
"Guayama Municipio, Puerto Rico",72,057,45390.0,43210.0,37388.0,-0.04802820004406261,-0.13473732932191618,-0.176294337959903
"Culebra Municipio, Puerto Rico",72,049,1831.0,1508.0,1293.0,-0.17640633533588201,-0.14257294429708223,-0.2938285090114692
"Gurabo Municipio, Puerto Rico",72,063,44868.0,46990.0,41237.0,0.04729428545957037,-0.12243030432006807,-0.08092627262191321
"Barceloneta Municipio, Puerto Rico",72,017,24685.0,24699.0,22836.0,0.0005671460401053263,-0.07542815498603184,-0.07490378772533923
"Loíza Municipio, Puerto Rico",72,087,30359.0,27857.0,24216.0,-0.08241378174511682,-0.13070323437556086,-0.2023452682894693
"Guaynabo Municipio, Puerto Rico",72,061,98326.0,92444.0,90014.0,-0.059821410410267895,-0.02628618406819261,-0.08453511787319734
"Aguadilla Municipio, Puerto Rico",72,005,61384.0,56893.0,55241.0,-0.07316238759285809,-0.029036964125639386,-0.10007493809461754
"Fajardo Municipio, Puerto Rico",72,053,37387.0,33912.0,32336.0,-0.09294674619520149,-0.046473224817173864,-0.13510043598042099
"Las Marías Municipio, Puerto Rico",72,083,10012.0,9093.0,8896.0,-0.09178985217738711,-0.02166501704607937,-0.11146624051138632
"Rincón Municipio, Puerto Rico",72,117,15201.0,14700.0,15097.0,-0.03295835800276292,0.027006802721088352,-0.0068416551542661574
"Villalba Municipio, Puerto Rico",72,149,26290.0,24186.0,22341.0,-0.08003042982122477,-0.07628380054577033,-0.1502092050209205
"Aguas Buenas Municipio, Puerto Rico",72,007,28745.0,27323.0,24567.0,-0.049469472951817695,-0.10086740109065617,-0.1453470168724995
"Bayamón Municipio, Puerto Rico",72,021,209900.0,192974.0,185939.0,-0.0806383992377323,-0.03645568833107049,-0.11415435921867556
"Carolina Municipio, Puerto Rico",72,031,177873.0,165040.0,155886.0,-0.07214698127315555,-0.055465341735336904,-0.12361066603700388
"Cayey Municipio, Puerto Rico",72,035,48184.0,46071.0,42134.0,-0.04385273119707789,-0.08545505849666823,-0.12556035198406112
"Hatillo Municipio, Puerto Rico",72,065,41843.0,41327.0,38739.0,-0.012331811772578471,-0.06262249860865776,-0.07418206151566575
"Humacao Municipio, Puerto Rico",72,069,58665.0,55621.0,51398.0,-0.05188783772266259,-0.07592456086729837,-0.1238728372965141
"Juana Díaz Municipio, Puerto Rico",72,075,50894.0,48658.0,46704.0,-0.04393445199827095,-0.04015783632701719,-0.08232797579282425
"Morovis Municipio, Puerto Rico",72,101,32508.0,32087.0,29069.0,-0.012950658299495488,-0.09405678312089005,-0.10578934416143715
"Mayagüez Municipio, Puerto Rico",72,097,89981.0,81594.0,74146.0,-0.09320856625287566,-0.09128122165845531,-0.1759815961147353
"Santa Isabel Municipio, Puerto Rico",72,133,23210.0,22732.0,20530.0,-0.02059457130547182,-0.0968678514868907,-0.11546747091770793
"Trujillo Alto Municipio, Puerto Rico",72,139,75122.0,70737.0,68001.0,-0.058371715343041974,-0.03867848509266725,-0.09479247091397991
"Corozal Municipio, Puerto Rico",72,047,37238.0,35484.0,34631.0,-0.047102422256834364,-0.024039003494532696,-0.07000913045813417
"Maunabo Municipio, Puerto Rico",72,095,12304.0,11506.0,10700.0,-0.06485695708712613,-0.07005040848253086,-0.13036410923276986
"Peñuelas Municipio, Puerto Rico",72,111,24553.0,22231.0,20625.0,-0.0945709281961471,-0.07224146462147452,-0.15998045045411968
"Ponce Municipio, Puerto Rico",72,113,168382.0,152594.0,139245.0,-0.09376299129360621,-0.0874805038205958,-0.1730410613961112
"San Sebastián Municipio, Puerto Rico",72,131,42667.0,39755.0,39351.0,-0.0682494668010406,-0.010162243742925403,-0.07771814282700917
"Toa Alta Municipio, Puerto Rico",72,135,73553.0,74467.0,67602.0,0.012426413606515085,-0.09218848617508424,-0.08090764482753932
"Toa Baja Municipio, Puerto Rico",72,137,90147.0,83645.0,76248.0,-0.07212663760302618,-0.08843325960906212,-0.15418150354421112
"Vieques Municipio, Puerto Rico",72,147,9318.0,9046.0,8317.0,-0.029190813479287425,-0.08058810523988502,-0.10742648637046581
"Aguada Municipio, Puerto Rico",72,003,42082.0,40083.0,38307.0,-0.04750249512855853,-0.04430806077389415,-0.08970581246138487
"Caguas Municipio, Puerto Rico",72,025,143087.0,136372.0,128182.0,-0.04692949044986616,-0.060056316545918476,-0.10416739466198888
"Cidra Municipio, Puerto Rico",72,041,43564.0,41782.0,40125.0,-0.04090533468001101,-0.039658226030347965,-0.07894132770177209
"Coamo Municipio, Puerto Rico",72,043,40433.0,40090.0,35268.0,-0.008483169688126013,-0.12027937141431777,-0.12774219078475502
"Luquillo Municipio, Puerto Rico",72,089,20106.0,19237.0,17917.0,-0.043220929075897696,-0.06861776784321882,-0.10887297324181833
"Barranquitas Municipio, Puerto Rico",72,019,30317.0,29548.0,28982.0,-0.02536530659366032,-0.01915527277649931,-0.044034700003298455
"San Lorenzo Municipio, Puerto Rico",72,129,41176.0,39283.0,37822.0,-0.045973382552943476,-0.03719166051472644,-0.08145521663104727
"Añasco Municipio, Puerto Rico",72,011,29266.0,28250.0,25859.0,-0.03471605275746603,-0.08463716814159294,-0.11641495250461287
"Ciales Municipio, Puerto Rico",72,039,18912.0,17644.0,17045.0,-0.06704737732656518,-0.03394921786442984,-0.09872038917089676
"Isabela Municipio, Puerto Rico",72,071,45668.0,43919.0,42985.0,-0.038298151878777276,-0.021266422277374297,-0.05875010948585446
"Jayuya Municipio, Puerto Rico",72,073,16744.0,15605.0,14877.0,-0.06802436693741043,-0.04665171419416858,-0.11150262780697562
"Las Piedras Municipio, Puerto Rico",72,085,38466.0,38466.0,35495.0,0.0,-0.0772370405033016,-0.0772370405033016
"Río Grande Municipio, Puerto Rico",72,119,54286.0,52479.0,47630.0,-0.03328666691227944,-0.09239886430762778,-0.12260988100062631
"Vega Alta Municipio, Puerto Rico",72,143,39906.0,39018.0,35728.0,-0.02225229288828745,-0.08432005740940074,-0.1046960356838571
"Vega Baja Municipio, Puerto Rico",72,145,59995.0,55866.0,54544.0,-0.0688224018668222,-0.023663766870726355,-0.09085757146428874
"Polk County, North Carolina",37,149,20354.0,20324.0,19413.0,-0.0014739117618158826,-0.04482385357213148,-0.0462316989289574
"Randolph County, North Carolina",37,151,140916.0,142588.0,143735.0,0.01186522467285478,0.00804415518837498,0.020004825569843065
"Stokes County, North Carolina",37,169,47294.0,46453.0,44588.0,-0.01778238254324016,-0.04014810668848079,-0.05721656024019961
"Washington County, North Carolina",37,187,13179.0,12503.0,11183.0,-0.051293724865316026,-0.10557466208110056,-0.15145306927687985
"Clay County, North Carolina",37,043,10506.0,10730.0,10997.0,0.02132114981915101,0.024883504193849104,0.0467351989339424
"Cumberland County, North Carolina",37,051,316478.0,325841.0,333582.0,0.029584994849563007,0.023756985769132877,0.054044830920316755
"Guilford County, North Carolina",37,081,483081.0,511815.0,537113.0,0.05948070820421414,0.04942801598233726,0.11184873758231029
"Jackson County, North Carolina",37,099,39574.0,41227.0,42983.0,0.04176984889068591,0.042593446042642036,0.0861424167382625
"Pasquotank County, North Carolina",37,139,40511.0,39909.0,40240.0,-0.014860161437634245,0.008293868550953487,-0.006689541112290476
"Robeson County, North Carolina",37,155,133033.0,134576.0,118836.0,0.011598625904850612,-0.1169599334205208,-0.1067178820292709
"Swain County, North Carolina",37,173,13932.0,14234.0,14166.0,0.021676715475165143,-0.004777293803568949,0.01679586563307489
"Wake County, North Carolina",37,183,879658.0,998576.0,1112883.0,0.1351866293491335,0.11447000528752937,0.2651314488130614
"Anson County, North Carolina",37,007,26788.0,25883.0,22388.0,-0.03378378378378377,-0.13503071514121234,-0.16425265044049575
"McDowell County, North Carolina",37,111,44825.0,45013.0,44527.0,0.004194088120468509,-0.010796880901073003,-0.006648075850529844
"Franklin County, North Carolina",37,069,59607.0,62989.0,67598.0,0.05673830254835832,0.0731715061359921,0.13406143573741347
"Jones County, North Carolina",37,103,10066.0,10074.0,9326.0,0.0007947546195112842,-0.07425054595989677,-0.07351480230478835
"Macon County, North Carolina",37,113,33719.0,33991.0,36532.0,0.008066668643791353,0.0747550822276486,0.08342477534920967
"Brunswick County, North Carolina",37,019,105242.0,119167.0,133789.0,0.13231409513312187,0.12270175468040656,0.27125102145531255
"Transylvania County, North Carolina",37,175,32670.0,33062.0,32979.0,0.01199877563513918,-0.0025104349404150295,0.00945821854912765
"Beaufort County, North Carolina",37,013,47392.0,47513.0,44898.0,0.0025531735313977233,-0.05503756866541787,-0.05262491559756921
"Columbus County, North Carolina",37,047,57264.0,57015.0,51474.0,-0.004348281642917007,-0.09718495132859772,-0.1011106454316848
"Lincoln County, North Carolina",37,109,77035.0,79783.0,85670.0,0.035672097098721434,0.0737876489979068,0.11209190627636789
"Montgomery County, North Carolina",37,123,27673.0,27475.0,25891.0,-0.00715498861706354,-0.057652411282984484,-0.06439489755357208
"Orange County, North Carolina",37,135,131856.0,139807.0,147376.0,0.060300630991384496,0.05413892008268539,0.11770416211624801
"Richmond County, North Carolina",37,153,46546.0,45710.0,43301.0,-0.017960727022730216,-0.05270181579523081,-0.06971597989086065
"Sampson County, North Carolina",37,163,63161.0,63713.0,59468.0,0.008739570304459932,-0.06662690502723145,-0.05846962524342558
"Surry County, North Carolina",37,171,73473.0,72767.0,71439.0,-0.009608972003320893,-0.018250030920609617,-0.027683638887754713
"Avery County, North Carolina",37,011,17844.0,17633.0,17747.0,-0.011824702981394264,0.0064651505699540035,-0.005436000896659965
"Buncombe County, North Carolina",37,021,236230.0,250112.0,266981.0,0.0587647631545527,0.06744578428863868,0.13017398298268645
"Cabarrus County, North Carolina",37,025,174730.0,192296.0,221200.0,0.10053224975676756,0.15030993884428168,0.2659531849138672
"Caswell County, North Carolina",37,033,23734.0,23094.0,22785.0,-0.026965534675992275,-0.013380098726942014,-0.03998483188674473
"Davie County, North Carolina",37,059,40985.0,41568.0,42543.0,0.01422471635964384,0.02345554272517325,0.038013907527144175
"Davidson County, North Carolina",37,057,161724.0,164058.0,168002.0,0.014431995251168672,0.024040278438113294,0.03881922287353756
"Duplin County, North Carolina",37,061,57627.0,59121.0,49836.0,0.025925347493362505,-0.1570507941340641,-0.13519704305273572
"Durham County, North Carolina",37,063,263862.0,294618.0,320146.0,0.11656092957682418,0.08664779477153473,0.21330847185271096
"Hertford County, North Carolina",37,091,24469.0,24285.0,22010.0,-0.007519718827904698,-0.0936792258595841,-0.10049450324900899
"Lee County, North Carolina",37,105,56787.0,59540.0,62676.0,0.048479405497737105,0.05267047363117228,0.10370331237783303
"New Hanover County, North Carolina",37,129,200336.0,216430.0,225175.0,0.08033503713760881,0.04040567388994143,0.1239867023400687
"Pender County, North Carolina",37,141,51441.0,56358.0,59964.0,0.0955852335685543,0.06398381773661233,0.16568495946812845
"Wayne County, North Carolina",37,191,121324.0,124447.0,117692.0,0.025740991065246854,-0.054280135318649725,-0.029936368731660723
"Scotland County, North Carolina",37,165,36227.0,35711.0,34345.0,-0.014243520026499534,-0.03825151913976088,-0.051950202887349195
"Watauga County, North Carolina",37,189,50421.0,52745.0,54077.0,0.04609190615021519,0.025253578538250165,0.07250947026040744
"Halifax County, North Carolina",37,083,54988.0,52849.0,49291.0,-0.03889939623190519,-0.06732388503093722,-0.10360442278315274
"Alamance County, North Carolina",37,001,149439.0,156372.0,169185.0,0.04639351173388473,0.08193922185557523,0.13213418184008185
"Tyrrell County, North Carolina",37,177,4379.0,4128.0,3436.0,-0.05731902260790134,-0.16763565891472865,-0.2153459693994063
"Stark County, North Dakota",38,089,23973.0,29837.0,32710.0,0.24460851791598892,0.09628984147199793,0.3644516748008175
"Wells County, North Dakota",38,103,4242.0,4179.0,4031.0,-0.014851485148514865,-0.03541517109356307,-0.0497406883545497
"Burke County, North Dakota",38,013,1959.0,2239.0,2177.0,0.14293006636038785,-0.02769093345243412,0.11128126595201637
"Mountrail County, North Dakota",38,061,7482.0,9675.0,9717.0,0.2931034482758621,0.004341085271317935,0.29871692060946264
"Williams County, North Dakota",38,105,22046.0,31643.0,38460.0,0.4353170643200581,0.21543469329709564,0.7445341558559375
"Billings County, North Dakota",38,007,890.0,936.0,839.0,0.051685393258426915,-0.1036324786324786,-0.057303370786516816
"Kidder County, North Dakota",38,043,2499.0,2419.0,2397.0,-0.03201280512204885,-0.009094667217858565,-0.04081632653061229
"Cavalier County, North Dakota",38,019,3994.0,3867.0,3725.0,-0.03179769654481723,-0.03672097232997151,-0.06735102653980973
"Grant County, North Dakota",38,037,2458.0,2369.0,2351.0,-0.036208299430431246,-0.007598142676234709,-0.04353132628152967
"McHenry County, North Dakota",38,049,5400.0,5912.0,5420.0,0.09481481481481491,-0.08322056833558866,0.0037037037037037646
"Steele County, North Dakota",38,091,1962.0,1969.0,1870.0,0.0035677879714577365,-0.05027932960893855,-0.04689092762487257
"Benson County, North Dakota",38,005,6665.0,6802.0,6090.0,0.02055513878469628,-0.10467509556012933,-0.08627156789197299
"LaMoure County, North Dakota",38,045,4184.0,4111.0,4173.0,-0.01744741873804967,0.015081488688883482,-0.002629063097514317
"Morton County, North Dakota",38,059,27076.0,29633.0,32916.0,0.09443787856404207,0.11078864779131381,0.21568917122174613
"Dunn County, North Dakota",38,025,3535.0,4284.0,4054.0,0.21188118811881185,-0.05368814192343607,0.14681753889674676
"McIntosh County, North Dakota",38,051,2857.0,2737.0,2568.0,-0.04200210010500527,-0.06174643770551702,-0.10115505775288769
"Nelson County, North Dakota",38,063,3141.0,3032.0,3035.0,-0.03470232410060492,0.0009894459102901543,-0.03374721426297356
"Rolette County, North Dakota",38,079,13885.0,14607.0,12508.0,0.05199855959668698,-0.14369822687752443,-0.09917176809506667
"Walsh County, North Dakota",38,099,11196.0,10995.0,10631.0,-0.01795284030010713,-0.0331059572532969,-0.050464451589853465
"Bottineau County, North Dakota",38,009,6412.0,6650.0,6442.0,0.037117903930131035,-0.031278195488721794,0.004678727386151049
"Barnes County, North Dakota",38,003,11048.0,11033.0,10869.0,-0.0013577118030412283,-0.014864497416840372,-0.016202027516292516
"Grand Forks County, North Dakota",38,035,66662.0,69793.0,73101.0,0.0469682877801445,0.047397303454501216,0.09659176142329962
"McKenzie County, North Dakota",38,053,6262.0,10718.0,13762.0,0.7115937400191632,0.2840082104870312,1.1977004152028106
"McLean County, North Dakota",38,055,8923.0,9576.0,9788.0,0.07318166535918413,0.022138680033416902,0.09694049086630052
"Pierce County, North Dakota",38,069,4361.0,4373.0,4038.0,0.002751662462737947,-0.07660644866224564,-0.07406558128869523
"Renville County, North Dakota",38,075,2440.0,2573.0,2328.0,0.054508196721311464,-0.09521958802953745,-0.04590163934426228
"Bowman County, North Dakota",38,011,3125.0,3238.0,3024.0,0.03615999999999997,-0.06609017912291537,-0.032320000000000015
"Burleigh County, North Dakota",38,015,80225.0,90560.0,97895.0,0.1288251791835462,0.08099602473498235,0.22025553131816755
"Logan County, North Dakota",38,047,1996.0,1939.0,1814.0,-0.02855711422845686,-0.06446621970087674,-0.09118236472945895
"Oliver County, North Dakota",38,065,1793.0,1768.0,1850.0,-0.013943112102621336,0.046380090497737614,0.031790295593976614
"Stutsman County, North Dakota",38,093,20973.0,21108.0,21678.0,0.006436847375196786,0.02700397953382594,0.03361464740380482
"Ramsey County, North Dakota",38,071,11400.0,11578.0,11638.0,0.015614035087719191,0.005182242183451313,0.02087719298245605
"Foster County, North Dakota",38,031,3389.0,3345.0,3396.0,-0.012983180879315381,0.015246636771300448,0.0020655060489820354
"Griggs County, North Dakota",38,039,2408.0,2311.0,2242.0,-0.04028239202657802,-0.02985720467330155,-0.06893687707641194
"Sheridan County, North Dakota",38,083,1271.0,1395.0,1328.0,0.09756097560975618,-0.048028673835125435,0.04484657749803311
"Slope County, North Dakota",38,087,721.0,665.0,775.0,-0.07766990291262132,0.16541353383458657,0.07489597780859913
"Union County, Ohio",39,159,51539.0,53955.0,61769.0,0.046877122179320496,0.14482439069595032,0.19849046353247046
"Pike County, Ohio",39,131,28685.0,28298.0,27271.0,-0.013491371797106466,-0.036292317478267,-0.049294056126895636
"Paulding County, Ohio",39,125,19615.0,19057.0,18858.0,-0.02844761661993367,-0.010442357139109015,-0.03859291358654093
"Hamilton County, Ohio",39,061,801223.0,805965.0,826790.0,0.005918452166250754,0.025838591005812983,0.031909967636974956
"Franklin County, Ohio",39,049,1153671.0,1232118.0,1313598.0,0.06799772205420784,0.0661300297536438,0.1386244431904764
"Marion County, Ohio",39,101,66503.0,65620.0,65515.0,-0.013277596499406075,-0.0016001219140505674,-0.014856472640331964
"Tuscarawas County, Ohio",39,157,92561.0,92579.0,93025.0,0.00019446635191933126,0.004817507210058469,0.005012910405030269
"Wayne County, Ohio",39,169,114508.0,115747.0,116858.0,0.010820204701854852,0.009598520911989095,0.02052258357494674
"Brown County, Ohio",39,015,44688.0,44059.0,43694.0,-0.014075366988900773,-0.008284345990603459,-0.02224310776942351
"Butler County, Ohio",39,017,366167.0,373638.0,387830.0,0.020403258622431864,0.037983288637665424,0.05916153012150205
"Harrison County, Ohio",39,067,15864.0,15521.0,14623.0,-0.021621280887544114,-0.05785709683654405,-0.07822743318204739
"Knox County, Ohio",39,083,60623.0,60878.0,62399.0,0.004206324332349132,0.02498439501954719,0.02929581182059615
"Licking County, Ohio",39,089,165110.0,169762.0,177454.0,0.028175155956635,0.04531049351444971,0.0747622796923264
